t,lambda,kernel,sigma_min,E_min,B_delta
14.1347251417347,3.0,2,nan,nan,nan
21.0220396387715,3.0,2,nan,nan,nan
25.0108575801457,3.0,2,nan,nan,nan
30.4248761258595,3.0,2,nan,nan,nan
32.9350615877392,3.0,2,nan,nan,nan
