curve,numeric_rank_est,L_at_1,L_deriv_at_1_est,regulator_est
11a1,0,0.08620224865410375,0.2918556428415052,0.029185564284150523
37a1,0,0.08620224865410375,0.2918556428415052,0.029185564284150523
389a1,0,0.08620224865410375,0.2918556428415052,0.029185564284150523
5077a1,0,0.08620224865410375,0.2918556428415052,0.029185564284150523
